Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Snowboard binding mount (product.metafields.test_data.binding_mount),Snowboard length (product.metafields.test_data.snowboard_length),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Canada,Price / Canada,Compare At Price / Canada,Status
spyder-overweb-gore-tex-glove-2016,,,,,,,,,Medium,,,Black/Volcano,,,,,,454.000603133,shopify,deny,manual,85.00,,true,true,,,,,'889212070052,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/gore-tex-glove-linhnguyen4-2.jpg?v=1778661349,2,Gore-Tex Glove - linhnguyen4,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/gore-tex-glove-linhnguyen4-2.jpg?v=1778661349,lb,,,,,,
spyder-overweb-gore-tex-glove-2016,,,,,,,,,Large,,,Black/Polar,,,,,,454.000603133,shopify,deny,manual,85.00,,true,true,,,,,'889212070090,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/gore-tex-glove-linhnguyen4-3.jpg?v=1778661349,3,Gore-Tex Glove - linhnguyen4,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/gore-tex-glove-linhnguyen4-1.jpg?v=1778661349,lb,,,,,,
spyder-overweb-gore-tex-glove-2016,,,,,,,,,Large,,,Black/Black,,,,,,454.000603133,shopify,deny,manual,85.00,,true,true,,,,,'889212104351,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/gore-tex-glove-linhnguyen4-3.jpg?v=1778661349,lb,,,,,,
spyder-overweb-gore-tex-glove-2016,,,,,,,,,Large,,,Black/Volcano,,,,,,454.000603133,shopify,deny,manual,85.00,,true,true,,,,,'889212070083,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/gore-tex-glove-linhnguyen4-2.jpg?v=1778661349,lb,,,,,,
spyder-overweb-gore-tex-glove-2016,,,,,,,,,XLarge,,,Black/Polar,,,,,,454.000603133,shopify,deny,manual,85.00,,true,true,,,,,'889212070144,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/gore-tex-glove-linhnguyen4-1.jpg?v=1778661349,lb,,,,,,
spyder-overweb-gore-tex-glove-2016,,,,,,,,,XLarge,,,Black/Volcano,,,,,,454.000603133,shopify,deny,manual,85.00,,true,true,,,,,'889212070151,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/gore-tex-glove-linhnguyen4-2.jpg?v=1778661349,lb,,,,,,
spyder-jaxon-glove-2016,Jaxon,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><ul>
<li>All leather glove</li>
<li>Wool lining</li>
<li>Gunn cut at palm for extra fit and dexterity</li>
<li>Elasticized wrist</li>
<li>Water-Resistant Goat Skin Leather</li>
</ul>",Spyder,,Gloves,Gloves,true,Size,Large,,Color,Black,,,,,,454.000603133,shopify,deny,manual,65.00,,true,true,,,,,'889212070793,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/jaxon-linhnguyen4-1.png?v=1778661347,1,Jaxon - linhnguyen4,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/jaxon-linhnguyen4-1.png?v=1778661347,lb,,,,,,active
spyder-t-hot-conduct-liner-2016,T-Hot Conduct Liner,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><ul>
<li>T-Hot back of palm for lightweight warmth</li>
<li>Exclusive Nano technology keeps the body warm by absorbing heat, increasing the fabric temperature +5 degrees, and lasts the lifetime of the garment</li>
<li>Light weight material, works for handheld touch screen devices</li>
<li>Brushed Stretch THOT Interlock Fleece</li>
</ul>",Spyder,,Gloves,Gloves,true,Size,Small,,Color,Black/Polar,,,,,,454.000603133,shopify,deny,manual,25.00,,true,true,,,,,'889212071233,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/t-hot-conduct-liner-linhnguyen4-1.png?v=1778661346,1,T-Hot Conduct Liner - linhnguyen4,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/t-hot-conduct-liner-linhnguyen4-1.png?v=1778661346,lb,,,,,,active
spyder-t-hot-conduct-liner-2016,,,,,,,,,Medium,,,Black/Polar,,,,,,454.000603133,shopify,deny,manual,25.00,,true,true,,,,,'889212071240,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/t-hot-conduct-liner-linhnguyen4-1.png?v=1778661346,lb,,,,,,
spyder-t-hot-conduct-liner-2016,,,,,,,,,Large,,,Black/Polar,,,,,,454.000603133,shopify,deny,manual,25.00,,true,true,,,,,'889212071257,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/t-hot-conduct-liner-linhnguyen4-1.png?v=1778661346,lb,,,,,,
spyder-t-hot-conduct-liner-2016,,,,,,,,,XLarge,,,Black/Polar,,,,,,454.000603133,shopify,deny,manual,25.00,,true,true,,,,,'889212071264,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/t-hot-conduct-liner-linhnguyen4-1.png?v=1778661346,lb,,,,,,
spyder-underweb-gore-tex-glove-2016,Gore-Tex Glove,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><ul>
<li>Guaranteed to keep you Dry GORE-TEX waterproof, breathable</li>
<li>Under the cuff gauntlet</li>
<li>Pre-curved articulated fit</li>
<li>Neoprene stretch cuff with hook &amp; loop closure</li>
<li>Nylon Dobby Weave with XtCoating and Spylon+DWR</li>
<li>3M Thinsulate Insulation (15g)</li>
</ul>",Spyder,,Gloves,Gloves,true,Size,Medium,,Color,Black,,,,,,454.000603133,shopify,deny,manual,80.00,,true,true,,,,,'889212070465,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/gore-tex-glove-linhnguyen4-1.png?v=1778661344,1,Gore-Tex Glove - linhnguyen4,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/gore-tex-glove-linhnguyen4-1.png?v=1778661344,lb,,,,,,active
spyder-underweb-gore-tex-glove-2016,,,,,,,,,XLarge,,,Black,,,,,,454.000603133,shopify,deny,manual,80.00,,true,true,,,,,'889212070502,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/gore-tex-glove-linhnguyen4-1.png?v=1778661344,lb,,,,,,
spyder-mvp-conduct-gore-tex-glove-2016,Gore-Tex Glove,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><ul>
<li>Designed with conductive material for handheld touch screen devices</li>
<li>Guaranteed to keep you Dry GORE-TEX waterproof, breathable</li>
<li>Colorway 019 has Bryte logos</li>
<li>Over the cuff gauntlet</li>
<li>Nylon Dobby Weave with XtCoating and Spylon+DWR</li>
<li>3M Thinsulate Insulation with Extra Warmth (150g)</li>
</ul>",Spyder,,Gloves,Gloves,true,Size,Medium,,Color,Black/Black,,,,,,454.000603133,shopify,deny,manual,75.00,,true,true,,,,,'889212076429,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/506019001666P__PRODUCT_01--IMG_800_950--2047733308.png?v=1778661343,1,Gore-Tex Glove - linhnguyen4,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/506019001666P__PRODUCT_01--IMG_800_950--2047733308.png?v=1778661343,lb,,,,,,active
spyder-mvp-conduct-gore-tex-glove-2016,,,,,,,,,Large,,,Black/Volcano,,,,,,454.000603133,shopify,deny,manual,75.00,,true,true,,,,,'889212076467,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/gore-tex-glove-linhnguyen4-2.png?v=1778661343,2,Gore-Tex Glove - linhnguyen4,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/gore-tex-glove-linhnguyen4-2.png?v=1778661343,lb,,,,,,
spyder-mvp-conduct-gore-tex-glove-2016,,,,,,,,,Large,,,Black/Black,,,,,,454.000603133,shopify,deny,manual,75.00,,true,true,,,,,'889212076450,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/506019001666P__PRODUCT_01--IMG_800_950--2047733308.png?v=1778661343,lb,,,,,,
spyder-mvp-conduct-gore-tex-glove-2016,,,,,,,,,XLarge,,,Black/Black,,,,,,454.000603133,shopify,deny,manual,75.00,,true,true,,,,,'889212076481,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/506019001666P__PRODUCT_01--IMG_800_950--2047733308.png?v=1778661343,lb,,,,,,
burton-spectre-mens-mitt-2015,Spectre Mitt,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><meta charset=""utf-8"">
<ul class=""additional-features"">
<li><span class=""glossary-bullet"">STICKY ICKY™ GRIP PALM</span></li>
<li>
<span class=""icon-toggle""></span><span class=""glossary-bullet"">DRYRIDE ULTRASHELL™ WATER-RESISTANT STRETCH FABRIC</span>
</li>
<li>
<span class=""icon-toggle""></span><span class=""glossary-bullet"">BRUSHED MICROFIBER FIXED LINING</span>
</li>
<li>
<span class=""icon-toggle""></span><span class=""glossary-bullet"">ERGONOMIC PRE-CURVED FIT</span>
</li>
<li><span class=""secondary-font"">Screen Grab® Suede Palm</span></li>
<li><span class=""secondary-font"">Low-Profile Cuff</span></li>
</ul>",Burton,,Gloves,Gloves,true,Size,Medium,,Color,Green Isle,,,,,,454.000603133,shopify,deny,manual,31.46,44.95,true,true,,,,,'632059694642,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/spectre-mitt-linhnguyen4-1.jpg?v=1778661341,1,Spectre Mitt - linhnguyen4,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/spectre-mitt-linhnguyen4-1.jpg?v=1778661341,lb,,,,,,active
burton-spectre-mens-mitt-2015,,,,,,,,,XLarge,,,Green Isle,,,,,,454.000603133,shopify,deny,manual,31.46,44.95,true,true,,,,,'632059694666,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/spectre-mitt-linhnguyen4-1.jpg?v=1778661341,lb,,,,,,
oakley-core-windstopper-mens-glove-2015,Windstopper Glove,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><meta charset=""utf-8"">
<ul>
<li>Gore Windstopper&amp;reg; technology and durable, water–repellent fabric block out wind, rain and snow while providing excellent breathability</li>
<li>Touch–screen–compatible index finger and thumb allow for easy mobile phone use</li>
<li>100% Nylon</li>
<li>Imported</li>
</ul>",Oakley,,Gloves,Gloves,true,Size,Small,,Color,Black,,,,,,454.000603133,shopify,deny,manual,55.00,,true,true,,,,,'887288828959,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/windstopper-glove-linhnguyen4-1.png?v=1778661339,1,Windstopper Glove - linhnguyen4,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/windstopper-glove-linhnguyen4-1.png?v=1778661339,lb,,,,,,active
oakley-core-windstopper-mens-glove-2015,,,,,,,,,Medium,,,Black,,,,,,454.000603133,shopify,deny,manual,55.00,,true,true,,,,,'887288828942,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/windstopper-glove-linhnguyen4-1.png?v=1778661339,lb,,,,,,
oakley-recon-mens-mitt-2015,Recon Mitt,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><meta charset=""utf-8"">
<ul>
<li>Hydrogauge™ 10 protection keeps out water so your hands stay dry</li>
<li>Digital PU palm creates no-slip grip</li>
<li>Thinsulate® insulation offers enhanced warmth</li>
<li>Brushed antimicrobial lining offers plush comfort while keeping away odor-causing agents</li>
<li>Goggle wipe on thumb to keep eyewear clear</li>
<li>Pro Rider Series</li>
<li>100% Polyester</li>
</ul>",Oakley,,Gloves,Gloves,true,Size,Medium,,Color,Black,,,,,,454.000603133,shopify,deny,manual,50.00,,true,true,,,,,'887288329654,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/recon-mitt-linhnguyen4-1.jpg?v=1778661336,1,Recon Mitt - linhnguyen4,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/recon-mitt-linhnguyen4-1.jpg?v=1778661336,lb,,,,,,active
oakley-factory-park-mens-glove-2015,Factory Park Glove,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><meta charset=""utf-8"">
<ul>
<li>Durable, water–repellent fabric keeps moisture at bay and provides excellent breathability</li>
<li>Touch–screen–compatible index finger and thumb allow for easy mobile phone use</li>
<li>Shell: 45% Polyester, 45% Synthetic Leather, 10% Neoprene. Lining: 100% Polyester.</li>
<li>Imported</li>
</ul>",Oakley,,Gloves,Gloves,true,Size,Large,,Color,Black,,,,,,454.000603133,shopify,deny,manual,40.00,,true,true,,,,,'887288828683,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/factory-park-glove-linhnguyen4-1.png?v=1778661333,1,Factory Park Glove - linhnguyen4,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/factory-park-glove-linhnguyen4-1.png?v=1778661333,lb,,,,,,active
oakley-factory-winter-trigger-mens-mitt-2015,Factory Winter Trigger Mitt,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><meta charset=""utf-8"">
<ul>
<li><span style=""line-height: 1.5;"">Hydrogauge&amp;trade; protection blocks out moisture</span></li>
<li><span style=""line-height: 1.5;"">Thinsulate&amp;trade; fill offers increased insulation with reduced bulk</span></li>
<li><span style=""line-height: 1.5;"">Flocked PU nose wipe keeps distractions to a minimum</span></li>
<li><span style=""line-height: 1.5;"">Shell: 65% Goatskin Leather, 15% Neoprene, 15% Spandex, 5% Polyurethane. Lining/Insulation: 100% Polyester.</span></li>
<li><span style=""line-height: 1.5;"">Imported</span></li>
<li>
<span style=""line-height: 1.2;"">HYDROGAUGE™ </span><span style=""line-height: 1.5;"">This rating system allows for a comparative measure of waterproofing and breathability, performance features specifically engineered for skiing and snowboarding in the harshest environments.</span>
</li>
<li>
<span style=""line-height: 1.2;"">WATERPROOF </span><span style=""line-height: 1.2;"">Our technologies in waterproofing optimize protection without choking off breathability. This ensures comfort in apparel, and helps minimize odor in accessories by reducing the threat of microbial growth among contents that are stored while still moist.</span>
</li>
<li><span style=""line-height: 1.2;"">WINDPROOF</span></li>
<li><span style=""line-height: 1.2;"">Wind chill can quickly lower body temperature, diminishing performance and threatening safety with hypothermia. ""Windproof"" apparel is designed to prevent wind penetration for added comfort and protection.</span></li>
<li><span style=""line-height: 1.2;"">WINDSTOPPER®</span></li>
<li><span style=""line-height: 1.2;"">This textile is fully windproof, yet it offers maximum breathability to minimize moisture buildup and maintain performance comfort.</span></li>
</ul>",Oakley,,Gloves,Gloves,true,Size,Medium,,Color,Black,,,,,,454.000603133,shopify,deny,manual,75.00,,true,true,,,,,'887288829437,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/factory-winter-trigger-mitt-linhnguyen4-1.jpg?v=1778661331,1,Factory Winter Trigger Mitt - linhnguyen4,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/factory-winter-trigger-mitt-linhnguyen4-1.jpg?v=1778661331,lb,,,,,,active
oakley-factory-winter-mens-glove-2015,Factory Winter Glove,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><meta charset=""utf-8"">
<div class=""content"">
<div class=""content-text"">
<ul>
<li>
<span style=""line-height: 1.2; font-size: 14px;"">HYDROGAUGE™ </span>This rating system allows for a comparative measure of waterproofing and breathability, performance features specifically engineered for skiing and snowboarding in the harshest environments.</li>
<li>
<span style=""line-height: 1.2; font-size: 14px;"">WATERPROOF </span>Our technologies in waterproofing optimize protection without choking off breathability. This ensures comfort in apparel, and helps minimize odor in accessories by reducing the threat of microbial growth among contents that are stored while still moist.</li>
<li>
<span style=""line-height: 1.2; font-size: 14px;"">WINDPROOF </span>Wind chill can quickly lower body temperature, diminishing performance and threatening safety with hypothermia. ""Windproof"" apparel is designed to prevent wind penetration for added comfort and protection.</li>
<li>
<span style=""line-height: 1.2; font-size: 14px;"">WINDSTOPPER® </span>This textile is fully windproof, yet it offers maximum breathability to minimize moisture buildup and maintain performance comfort.</li>
</ul>
</div>
</div>",Oakley,,Gloves,Gloves,true,Size,Medium,,Color,Black,,,,,,454.000603133,shopify,deny,manual,75.00,,true,true,,,,,'887288829147,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/factory-winter-glove-linhnguyen4-1.jpg?v=1778661329,1,Factory Winter Glove - linhnguyen4,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/factory-winter-glove-linhnguyen4-1.jpg?v=1778661329,lb,,,,,,active
oakley-factory-winter-mens-glove-2015,,,,,,,,,Large,,,Worn Olive,,,,,,454.000603133,shopify,deny,manual,75.00,,true,true,,,,,'887288829178,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/factory-winter-glove-linhnguyen4-2.png?v=1778661329,2,Factory Winter Glove - linhnguyen4,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/factory-winter-glove-linhnguyen4-2.png?v=1778661329,lb,,,,,,
burton-approach-mens-under-mitt-2015,Approach Under Mitt,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><ul>
<li><span style=""line-height: 1.2;"">SCREEN GRAB® TOUGHGRIP™ PALM FOR TOTAL TOUCHSCREEN CONTROL</span></li>
<li><span style=""line-height: 1.2;"">DRYRIDE ULTRASHELL™ 2-LAYER FABRIC</span></li>
<li><span style=""line-height: 1.2;"">220G REMOVABLE FLEECE LINER</span></li>
<li><span style=""line-height: 1.2;"">ERGONOMIC PRE-CURVED FIT</span></li>
</ul>",Burton,,Gloves,Gloves,true,Size,XLarge,,Color,True Black,,,,,,454.000603133,shopify,deny,manual,54.95,,true,true,,,,,'9009518592497,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/approach-under-mitt-linhnguyen4-1.jpg?v=1778661327,1,Approach Under Mitt - linhnguyen4,false,,Burton Approach Under Mitt SCREEN GRAB® TOUGHGRIP™ PALM FOR TOTAL TOUCHSCREEN CONTROL DRYRIDE ULTRASHELL™ 2-LAYER FABRIC 220G REMOVABLE FLEECE LINER ERGONOMIC PRE-CURVED FIT,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/approach-under-mitt-linhnguyen4-1.jpg?v=1778661327,lb,,,,,,active
burton-support-glove-2015,Glove,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><meta charset=""utf-8"">
<ul class=""additional-features"">
<li>Screen Grab® Toughgrip™ Palm for Total Touchscreen Control</li>
<li>Low-Profile, Removable Internal Support System</li>
<li>Ergonomic, Articulated Left and Right Fit</li>
<li>DRYRIDE Ultrashell™ 2-Layer Fabric</li>
<li>Waterproof DRYRIDE Insane Membrane™ 2.0</li>
<li>Thermacore™ Insulation</li>
<li>Brushed Microfiber Fixed Lining</li>
<li>Ergonomic Pre-Curved Fit</li>
<li>Unisex Sizing</li>
</ul>",Burton,,Gloves,Gloves,true,Size,XSmall,,Color,True Black,,,,,,454.000603133,shopify,deny,manual,79.95,,true,true,,,,,'9009519202258,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/glove-linhnguyen4-1.jpg?v=1778661325,1,Glove - linhnguyen4,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/glove-linhnguyen4-1.jpg?v=1778661325,lb,,,,,,active
burton-support-glove-2015,,,,,,,,,Small,,,True Black,,,,,,454.000603133,shopify,deny,manual,79.95,,true,true,,,,,'9009519202234,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/glove-linhnguyen4-1.jpg?v=1778661325,lb,,,,,,
burton-support-glove-2015,,,,,,,,,Medium,,,True Black,,,,,,454.000603133,shopify,deny,manual,79.95,,true,true,,,,,'9009519202227,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/glove-linhnguyen4-1.jpg?v=1778661325,lb,,,,,,
burton-support-glove-2015,,,,,,,,,Large,,,True Black,,,,,,453.002699919,shopify,deny,manual,79.95,,true,true,,,,,'9009519202210,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/glove-linhnguyen4-1.jpg?v=1778661325,lb,,,,,,
burton-support-glove-2015,,,,,,,,,XLarge,,,True Black,,,,,,453.002699919,shopify,deny,manual,79.95,,true,true,,,,,'9009519202241,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/glove-linhnguyen4-1.jpg?v=1778661325,lb,,,,,,
burton-gondy-leather-mens-glove-2015,Gore-Tex Leather Glove,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><ul class=""additional-features"">
<li><span class=""secondary-font"" data-product-feature-id=""W16-103261_6065"">Screen Grab® Gnar Guard Leather Thumb and Index Finger</span></li>
<li><span class=""secondary-font"" data-product-feature-id=""W16-103261_8195"">Gore warm technology</span></li>
</ul>",Burton,,Gloves,Gloves,true,Size,Medium,,Color,True Black,,,,,,454.000603133,shopify,deny,manual,94.95,,true,false,,,,,'9009519201466,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/gore-tex-leather-glove-linhnguyen4-1.jpg?v=1778661324,1,Gore-Tex Leather Glove - linhnguyen4,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/gore-tex-leather-glove-linhnguyen4-1.jpg?v=1778661324,lb,,,,,,active
burton-gondy-leather-mens-glove-2015,,,,,,,,,Medium,,,Black,,,,,,453.002699919,shopify,deny,manual,94.95,,true,true,,,,,'9009519879795,,,,,,,,,,,,,,,,,lb,,,,,,
burton-gondy-leather-mens-glove-2015,,,,,,,,,Large,,,True Black,,,,,,454.000603133,shopify,deny,manual,94.95,,true,true,,,,,'9009519879788,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/gore-tex-leather-glove-linhnguyen4-1.jpg?v=1778661324,lb,,,,,,
